name,year,age,selling_price_INR,selling_price_USD,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,3,"445,000.00",5785.00,27000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
Maruti Wagon R VXI BS IV,2015,5,"335,000.00",4355.00,120000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Mahindra Bolero 2011-2019 ZLX,2015,5,"600,000.00",7800.00,80000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Maruti Eeco 5 Seater AC BSIV,2014,6,"300,000.00",3900.00,49025,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5
Tata Nano Twist XE,2015,5,"110,000.00",1430.00,15000,Petrol,Individual,Manual,First Owner,25.4 kmpl,624 CC,37.5 bhp,51Nm@ 4000+/-500rpm,4
Maruti Alto K10 LXI,2014,6,"240,000.00",3120.00,90000,Petrol,Individual,Manual,Second Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Tata Tiago 1.2 Revotron XE,2016,4,"300,000.00",3900.00,90000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
BMW 7 Series 730Ld,2010,10,"2,000,000.00",26000.00,90000,Diesel,Individual,Automatic,Second Owner,14.49 kmpl,2993 CC,258 bhp,560Nm@ 1500rpm,5
Tata Indica V2 DLE BSII,2007,13,"50,000.00",650.00,80000,Diesel,Individual,Manual,Third Owner,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5
Chevrolet Tavera B1-10 seats BSII,2009,11,"295,000.00",3835.00,195000,Diesel,Individual,Manual,Second Owner,14.8 kmpl,2499 CC,80 bhp,"19@ 1,800(kgm@ rpm)",10
Mahindra Scorpio 2.6 CRDe,2006,14,"310,000.00",4030.00,90000,Diesel,Individual,Manual,Third Owner,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
Maruti 800 AC,1997,23,"29,999.00",389.99,80000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Honda City i VTEC VX Option BL,2016,4,"925,000.00",12025.00,22000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5
Maruti Vitara Brezza LDi Option,2016,4,"640,000.00",8320.00,70000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Maruti Swift Dzire 1.2 Vxi BSIV,2012,8,"350,000.00",4550.00,35000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
Maruti Swift Dzire VXI,2013,7,"385,000.00",5005.00,120000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
Maruti Swift Dzire VDI,2013,7,"409,999.00",5329.99,100000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Mahindra XUV500 AT W10 AWD,2016,4,"1,300,000.00",16900.00,40000,Diesel,Individual,Automatic,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Ford Fiesta 1.6 Duratec EXI,2009,11,"210,000.00",2730.00,60000,Petrol,Individual,Manual,Third Owner,15.3 kmpl,1596 CC,101 bhp,"14.9@ 3,400(kgm@ rpm)",5
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,13,"300,000.00",3900.00,110000,Diesel,Individual,Manual,First Owner,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7
Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2008,12,"450,000.00",5850.00,112000,Diesel,Individual,Manual,First Owner,10.5 kmpl,2609 CC,120 bhp,290Nm@ 1800-2800rpm,9
Ford Figo Diesel ZXI,2011,9,"170,000.00",2210.00,70000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Honda City i DTEC VX,2014,6,"650,000.00",8450.00,140000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Maruti Esteem AX,1997,23,"125,000.00",1625.00,94000,Petrol,Individual,Automatic,Fourth & Above Owner,15.9 kmpl,1298 CC,85 bhp,110Nm@ 4500rpm,5
Maruti Alto LXi,2012,8,"145,000.00",1885.00,70000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,2,"681,000.00",8853.00,27000,Diesel,Individual,Manual,First Owner,20.14 kmpl,1498 CC,88 bhp,230Nm@ 1500-2500rpm,5
Honda City i DTEC VX,2015,5,"635,000.00",8255.00,173000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Maruti Alto LXi BSIII,2010,10,"140,000.00",1820.00,80000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Honda City i DTec VX,2016,4,"750,000.00",9750.00,86000,Diesel,Individual,Manual,Third Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Honda City i DTEC V,2015,5,"611,000.00",7943.00,80000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Maruti Alto LXi,2007,13,"110,000.00",1430.00,120000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Wagon R AX BSIII,2006,14,"100,000.00",1300.00,100000,Petrol,Individual,Automatic,Second Owner,16.0 kmpl,1061 CC,64 bhp,"8.6@ 3,500(kgm@ rpm)",5
Tata Indica Vista Quadrajet VX Tech,2014,6,"225,000.00",2925.00,120000,Diesel,Individual,Manual,First Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5
Hyundai Verna Transform CRDi VGT SX ABS,2010,10,"250,000.00",3250.00,190000,Diesel,Individual,Manual,Third Owner,16.2 kmpl,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5
Mahindra Scorpio EX,2011,9,"385,000.00",5005.00,120000,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,8
Maruti Alto LXi,2012,8,"135,000.00",1755.00,70000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Alto LX,2006,14,"65,000.00",845.00,100000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Alto K10 VXI,2016,4,"260,000.00",3380.00,120000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Maruti Swift Dzire VDI,2014,6,"465,000.00",6045.00,120000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Swift 1.3 VXi,2007,13,"150,000.00",1950.00,80000,Petrol,Individual,Manual,Fourth & Above Owner,,,,,
Mahindra KUV 100 mFALCON G80 K8 Dual Tone,2017,3,"430,000.00",5590.00,20000,Petrol,Individual,Manual,Second Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6
Hyundai i20 Asta,2009,11,"200,000.00",2600.00,81000,Petrol,Individual,Manual,Fourth & Above Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5
Chevrolet Beat LS,2011,9,"125,000.00",1625.00,90000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5
Maruti 800 Std,2001,19,"45,000.00",585.00,60000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Chevrolet Beat LS,2012,8,"124,000.00",1612.00,40000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5
Tata Indica GLS BS IV,2007,13,"80,000.00",1040.00,80000,Petrol,Individual,Manual,Third Owner,15.3 kmpl,1193 CC,65.3 bhp,102Nm@ 2600rpm,5
Maruti Ertiga VXI CNG Limited Edition,2014,6,"545,000.00",7085.00,35000,CNG,Individual,Manual,First Owner,22.8 km/kg,1373 CC,80.9 bhp,110Nm@ 4000rpm,7
Maruti Ertiga ZDI Plus,2019,1,"1,050,000.00",13650.00,20000,Diesel,Individual,Manual,First Owner,25.47 kmpl,1248 CC,88.50 bhp,200Nm@ 1750rpm,7
Chevrolet Sail 1.2 LS,2015,5,"200,000.00",2600.00,50000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5
Mahindra XUV500 AT W10 FWD,2015,5,"1,100,000.00",14300.00,77000,Diesel,Individual,Automatic,Second Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Mahindra XUV500 W6 2WD,2014,6,"750,000.00",9750.00,50000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Tata Tiago 1.2 Revotron XZ,2016,4,"425,000.00",5525.00,13500,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
Maruti Alto 800 LXI Optional,2016,4,"300,000.00",3900.00,38000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Maruti Ertiga ZDI Plus,2019,1,"1,200,000.00",15600.00,14000,Diesel,Individual,Manual,First Owner,25.47 kmpl,1248 CC,88.50 bhp,200Nm@ 1750rpm,7
Honda Civic 1.8 V MT,2009,11,"240,000.00",3120.00,70000,Petrol,Individual,Manual,First Owner,13.5 kmpl,1799 CC,130 bhp,172Nm@ 4300rpm,5
Mahindra KUV 100 mFALCON D75 K8,2016,4,"450,000.00",5850.00,55000,Diesel,Individual,Manual,Second Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6
Maruti Wagon R LXI,2006,14,"80,000.00",1040.00,150000,Petrol,Individual,Manual,Fourth & Above Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,7,"500,000.00",6500.00,160000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Chevrolet Sail Hatchback Diesel Base,2013,7,"295,000.00",3835.00,50000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1248 CC,76.9 bhp,205Nm@ 1750rpm,5
Tata Indigo CS LE (TDI) BS-III,2008,12,"100,000.00",1300.00,120000,Diesel,Individual,Manual,Third Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5
Hyundai Verna 1.6 SX,2013,7,"700,000.00",9100.00,76460,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
Ford Figo Diesel Titanium,2011,9,"180,000.00",2340.00,125000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Mahindra Verito 1.5 D2 BSIII,2012,8,"225,000.00",2925.00,110000,Diesel,Individual,Manual,Second Owner,20.8 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5
Hyundai EON Era Plus,2017,3,"310,000.00",4030.00,25000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Honda City i DTEC SV,2015,5,"625,000.00",8125.00,30000,Diesel,Individual,Manual,First Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Hyundai i10 Magna LPG,2013,7,"275,000.00",3575.00,70000,LPG,Individual,Manual,Second Owner,19.2 km/kg,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5
Hyundai i10 Era,2013,7,"245,000.00",3185.00,110000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5
Maruti Zen Estilo VXI BSIV,2010,10,"160,000.00",2080.00,200000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Hyundai EON Era Plus,2014,6,"250,000.00",3250.00,80000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Honda Amaze E i-Dtech,2014,6,"450,000.00",5850.00,76000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Tata Indica V2 DLS,2007,13,"85,000.00",1105.00,150000,Diesel,Individual,Manual,Second Owner,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5
Toyota Innova Crysta 2.4 VX MT BSIV,2018,2,"1,938,000.00",25194.00,35000,Diesel,Individual,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7
Hyundai i20 2015-2017 Magna 1.2,2016,4,"550,000.00",7150.00,40000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Ford EcoSport 1.5 TDCi Trend Plus BSIV,2015,5,"551,000.00",7163.00,110000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5
Hyundai Xcent 1.2 VTVT E,2019,1,"500,000.00",6500.00,60000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
Honda Amaze S i-VTEC,2018,2,"585,000.00",7605.00,15000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5
Hyundai Accent Executive,2013,7,"172,000.00",2236.00,120000,Petrol,Individual,Manual,First Owner,16.36 kmpl,1495 CC,93.7 bhp,124.6Nm@ 3500rpm,5
Hyundai Verna 1.6 SX,2012,8,"360,000.00",4680.00,100000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
Tata Tiago 1.05 Revotorq XT Option,2017,3,"350,000.00",4550.00,24000,Diesel,Individual,Manual,Second Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2018,2,"700,000.00",9100.00,53000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5
Maruti Alto LXi,2011,9,"148,000.00",1924.00,40000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Eeco CNG HTR 5-STR,2016,4,"330,000.00",4290.00,47370,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,63 bhp,83Nm@ 3000rpm,5
Skoda Octavia Ambiente 1.9 TDI MT,2007,13,"110,000.00",1430.00,120000,Diesel,Individual,Manual,Second Owner,18.7 kmpl,1896 CC,66 bhp,210 / 1900,5
Maruti Swift VDI Windsong Limited edition,2015,5,"450,000.00",5850.00,100000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5
Chevrolet Captiva LT,2009,11,"260,000.00",3380.00,80000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,1991 CC,147.9 bhp,320Nm@ 2000rpm,7
Hyundai i10 Sportz,2011,9,"200,000.00",2600.00,91000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Maruti Alto K10 LXI CNG,2019,1,"430,000.00",5590.00,20000,CNG,Individual,Manual,First Owner,32.26 km/kg,998 CC,58.3 bhp,78Nm@ 3500rpm,4
Mahindra Scorpio SLE BSIII,2013,7,"550,000.00",7150.00,80000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
Maruti Ritz LDi,2013,7,"245,000.00",3185.00,80000,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5
Maruti Eeco CNG 5 Seater AC BSIV,2016,4,"320,000.00",4160.00,80000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5
Hyundai Accent GLE CNG,2008,12,"120,000.00",1560.00,110000,CNG,Individual,Manual,Third Owner,13.2 km/kg,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5
Hyundai Elantra CRDi SX,2013,7,"615,000.00",7995.00,120000,Diesel,Individual,Manual,First Owner,22.7 kmpl,1582 CC,126.24 bhp,259.87Nm@ 1900-2750rpm,5
Skoda Superb Elegance 2.0 TDI CR AT,2013,7,"600,000.00",7800.00,90000,Diesel,Individual,Automatic,First Owner,17.2 kmpl,1968 CC,138.1 bhp,320Nm@ 1750-2500rpm,5
Volkswagen Passat 1.8 TSI MT,2010,10,"300,000.00",3900.00,120000,Petrol,Individual,Manual,Second Owner,14.3 kmpl,1798 CC,160 bhp,250Nm@ 1500~4500rpm,5
Ford Figo 1.5D Trend MT,2016,4,"400,000.00",5200.00,45217,Diesel,Dealer,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5
Hyundai Creta 1.6 CRDi AT SX Plus,2017,3,"1,000,000.00",13000.00,60000,Diesel,Individual,Automatic,Second Owner,17.01 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5
Hyundai Sonata 2.4 GDi MT,2012,8,"525,000.00",6825.00,70000,Petrol,Individual,Manual,Second Owner,13.44 kmpl,2359 CC,198.25 bhp,250Nm@ 4250rpm,5
Fiat Grande Punto 1.3 Emotion (Diesel),2013,7,"300,000.00",3900.00,133000,Diesel,Individual,Manual,First Owner,20.3 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm,5
Fiat Grande Punto 1.3 Emotion (Diesel),2011,9,"220,000.00",2860.00,117000,Diesel,Individual,Manual,Second Owner,20.3 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm,5
Mahindra XUV500 W8 4WD,2015,5,"850,000.00",11050.00,173000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Honda City 1.5 V MT,2011,9,"500,000.00",6500.00,35000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5
Hyundai Accent GLE,2003,17,"59,000.00",767.00,70000,Petrol,Individual,Manual,Second Owner,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5
Maruti Alto LX,2011,9,"130,000.00",1690.00,60000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Volkswagen Polo 1.2 MPI Comfortline,2016,4,"375,000.00",4875.00,120000,Petrol,Individual,Manual,Second Owner,16.2 kmpl,1199 CC,74 bhp,110Nm@ 3000-4300rpm,5
Ford Fiesta 1.4 SXi TDCi,2009,11,"180,000.00",2340.00,163000,Diesel,Dealer,Manual,First Owner,,,,,
Volkswagen Polo Diesel Trendline 1.2L,2011,9,"220,000.00",2860.00,222300,Diesel,Individual,Manual,First Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,7,"625,000.00",8125.00,100000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.57 bhp,200Nm@ 1400-3400rpm,7
Maruti Ritz LDi,2013,7,"295,000.00",3835.00,120000,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5
Maruti Swift VDI BSIV,2011,9,"350,000.00",4550.00,160000,Diesel,Individual,Manual,First Owner,,,,,
Tata Sumo MKII Turbo 2.0 LX,2010,10,"235,000.00",3055.00,90000,Diesel,Individual,Manual,First Owner,14.0 kmpl,1948 CC,90 bhp,190Nm@ 2000-3000,9
Hyundai Sonata 2.4 GDi MT,2012,8,"500,000.00",6500.00,330000,Petrol,Individual,Manual,Second Owner,13.44 kmpl,2359 CC,198.25 bhp,250Nm@ 4250rpm,5
Maruti Swift VVT VXI,2017,3,"509,999.00",6629.99,20000,Petrol,Individual,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Maruti Alto 800 LXI CNG,2020,0,"370,000.00",4810.00,16000,CNG,Individual,Manual,First Owner,33.0 km/kg,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Hyundai Grand i10 Sportz,2016,4,"370,000.00",4810.00,30000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Maruti Swift 1.3 VXi,2009,11,"180,000.00",2340.00,50000,Petrol,Individual,Manual,First Owner,,,,,
Mahindra Quanto C8,2012,8,"300,000.00",3900.00,210000,Diesel,Individual,Manual,First Owner,17.21 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Hyundai i10 Sportz 1.1L,2015,5,"350,000.00",4550.00,20000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5
Renault KWID 1.0 RXT Optional,2018,2,"395,000.00",5135.00,20000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,5,"850,000.00",11050.00,100000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,8
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,5,"1,150,000.00",14950.00,40000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7
Jaguar XF 3.0 Litre S Premium Luxury,2016,4,"3,500,000.00",45500.00,35000,Diesel,Individual,Automatic,First Owner,14.74 kmpl,2993 CC,270.9 bhp,600Nm@ 2000rpm,5
Volkswagen Vento Diesel Highline,2012,8,"280,000.00",3640.00,120000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5
Mahindra TUV 300 T10,2018,2,"775,000.00",10075.00,50000,Diesel,Individual,Manual,Second Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Hyundai Verna 1.6 SX,2012,8,"420,000.00",5460.00,100000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
Honda City 1.5 V MT Exclusive,2010,10,"310,000.00",4030.00,91000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5
Jeep Compass 2.0 Longitude Option BSIV,2017,3,"1,550,000.00",20150.00,50000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5
Fiat Linea 1.3 Multijet Active,2015,5,"375,000.00",4875.00,67000,Diesel,Individual,Manual,First Owner,20.4 kmpl,1248 CC,91.7 bhp,209Nm@ 2000rpm,5
Hyundai Grand i10 Sportz,2015,5,"500,000.00",6500.00,40000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Maruti Ritz ZDi,2013,7,"300,000.00",3900.00,100000,Diesel,Individual,Manual,Second Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5
Honda City 2017-2020 GXi,2008,12,"155,000.00",2015.00,120000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5
Maruti Swift Dzire LDI,2013,7,"350,000.00",4550.00,185000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Mahindra XUV500 AT W6 2WD,2016,4,"950,000.00",12350.00,75000,Diesel,Individual,Automatic,Third Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Hyundai Grand i10 CRDi Magna,2015,5,"350,000.00",4550.00,80000,Diesel,Individual,Manual,Third Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5
Isuzu D-Max V-Cross Z Prestige,2019,1,"1,900,000.00",24700.00,30000,Diesel,Individual,Automatic,First Owner,12.4 kmpl,1999 CC,147.9 bhp,350nm@ 1800-2600rpm,5
Tata Nexon 1.2 Revotron XM,2020,0,"537,000.00",6981.00,5000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5
Volkswagen Polo 2015-2019 1.0 MPI Comfortline,2019,1,"585,000.00",7605.00,10000,Petrol,Individual,Manual,First Owner,18.78 kmpl,999 CC,75 bhp,95Nm@ 3000-4300rpm,5
Hyundai Santro LP - Euro II,2002,18,"56,000.00",728.00,60000,Petrol,Individual,Manual,First Owner,,,,,
Maruti Ertiga VDI,2012,8,"350,000.00",4550.00,140000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7
Hyundai Elite i20 Sportz Plus BSIV,2019,1,"700,000.00",9100.00,19000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5
Maruti Ertiga SHVS VDI,2017,3,"849,000.00",11037.00,44600,Diesel,Dealer,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7
Volkswagen Polo GT TSI BSIV,2014,6,"574,000.00",7462.00,28080,Petrol,Dealer,Automatic,First Owner,0.0 kmpl,1197 CC,103.25 bhp,175nm@ 1500-4100rpm,5
Hyundai i20 Magna 1.2,2014,6,"484,999.00",6304.99,28800,Petrol,Dealer,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Renault KWID RXT,2018,2,"360,000.00",4680.00,21900,Petrol,Dealer,Manual,First Owner,20.71 kmpl,799 CC,53.26 bhp,72Nm@ 4386rpm,5
Volkswagen Polo GT TSI BSIV,2014,6,"575,000.00",7475.00,28100,Petrol,Dealer,Automatic,First Owner,0.0 kmpl,1197 CC,103.25 bhp,175nm@ 1500-4100rpm,5
Honda City i DTEC S,2014,6,"550,000.00",7150.00,110000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Hyundai i20 Asta 1.4 CRDi,2016,4,"700,000.00",9100.00,100000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Maruti Swift Dzire AMT VDI,2019,1,"825,000.00",10725.00,7673,Diesel,Individual,Automatic,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
Maruti Wagon R LXI Minor,2008,12,"114,999.00",1494.99,100000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5
